Property_Title,Location,Address,Price,Rate_per_sqft,Deposit,Property_Type,Room_Type,Bedrooms,Bathrooms,Balconies,Furnishing,Carpet_Area,Available_From,Available_For,Posted_By,Posted_Date,Rating,Nearby_Places,Scraped_Date
"3BHK2BathsFlat/Apartment for Rentin DDA Samridhi Apartment, Sector 18A Dwarka, Delhi",West Delhi's Dwarka,Flat for rent in DDA Samridhi Apartment Sector 18A Dwarka Delhi - 1750 Sq. Ft.- 4th floor (out of 11,"₹
 
42,000",₹0,N/A,Apartment/Flat,N/A,3,2,2,Semi-Furnished,1750 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:42:05
"3BHK2BathsFlat/Apartment for Rentin Santosh Apartment, Sector 6 Dwarka, Delhi",West Delhi,Flat for rent in Santosh Apartment Sector 6 Dwarka Delhi - 1850 Sq. Ft.- 4th floor (out of 8),"₹
 
43,000",₹0,N/A,Apartment/Flat,N/A,3,2,3,Semi-Furnished,1850 sq.ft,20 Oct,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:42:19
"3BHK2BathsFlat/Apartment for Rentin Parijat Apartment, Sector 4 Dwarka, Delhi",West Delhi,Flat for rent in Parijat Apartment Sector 4 Dwarka Delhi - 1800 Sq. Ft.- 2nd floor (out of 4),"₹
 
50,000",₹0,"₹ 1,00,000",Apartment/Flat,N/A,3,2,2,Unfurnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:42:33
"3BHK3BathsFlat/Apartment for Rentin CGHS Jhelum Arorvansh, Sector 5 Dwarka, Delhi",West Delhi,Flat for rent in CGHS Jhelum Arorvansh Sector 5 Dwarka Delhi - 1800 Sq. Ft.- 3rd floor (out of 9),"₹
 
50,000",₹0,"₹ 1,00,000",Apartment/Flat,N/A,3,3,3,Unfurnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:42:47
"3BHK2BathsFlat/Apartment for Rentin DDA Golf Links Residency, Sector 18 Dwarka, Delhi",West Delhi,Flat for rent in DDA Golf Links Residency Sector 18 Dwarka Delhi - 1800 Sq. Ft.- 7th floor (out of 1,"₹
 
45,000",₹0,N/A,Apartment/Flat,N/A,3,2,N/A,Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:43:00
"3BHK4BathsFlat/Apartment for Rentin Gandhi Ashram Apartment, Sector 10 Dwarka, Delhi",West Delhi,Flat for rent in Gandhi Ashram Apartment Sector 10 Dwarka Delhi - 1850 Sq. Ft.- 2nd floor (out of 10,"₹
 
55,000",₹0,N/A,Apartment/Flat,N/A,3,4,3,Furnished,1850 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:43:13
"3BHK3BathsFlat/Apartment for Rentin consulting engineer apartment dwarka, Sector 18A Dwarka, Delhi",West Delhi's Dwarka,Flat for rent in Sector 18A Dwarka Delhi - 1650 Sq. Ft.- 9th floor (out of 10),"₹
 
50,000",₹0,N/A,Apartment/Flat,N/A,3,3,N/A,Semi-Furnished,1650 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:43:27
"3BHK3BathsFlat/Apartment for Rentin Janak Residency, Sector 18A Dwarka, Delhi",West Delhi's Dwarka,Flat for rent in Janak Residency Sector 18A Dwarka Delhi - 2000 Sq. Ft.- 7th floor (out of 9),"₹
 
45,000",₹0,N/A,Apartment/Flat,N/A,3,3,N/A,Semi-Furnished,2000 sq.ft,31 Oct,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:43:41
"2BHK2BathsFlat/Apartment for Rentin DDA HIG Flats, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA HIG Flats Mayur Vihar Phase 2 Delhi - 1800 Sq. Ft.- 3rd floor (out of 4),"₹
 
40,000",N/A,N/A,Apartment/Flat,N/A,2,2,1,Semi-Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:43:54
"3BHK3BathsIndependent/Builder Floor for Rentin Safdarjung Enclave, Delhi",West Delhi,RWA (+250),"₹
 
1.2",N/A,N/A,Independent,N/A,3,3,2,Unfurnished,1125 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:44:10
"3BHK3BathsIndependent/Builder Floor for Rentin Block E Greater Kailash 1, Delhi",West Delhi,Block E Greater Kailash 1 Delhi - 1872 Sq. Ft.- 2nd floor (out of 4),"₹
 
1.5",N/A,N/A,Independent,N/A,3,3,2,Semi-Furnished,1872 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:44:24
"3BHK3BathsFlat/Apartment for Rentin Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj, Delhi",West Delhi,Flat for rent in Saraswati Narmada Ganga Yamuna Apartment Vasant Kunj Delhi - 1650 Sq. Ft.- 6th floo,"₹
 
65,000",₹0,N/A,Apartment/Flat,N/A,3,3,3,Unfurnished,1650 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:44:39
"2BHK2BathsFlat/Apartment for Rentin Sarvhit Apartment, Sector 17 Dwarka, Delhi",West Delhi,Flat for rent in Sarvhit Apartment Sector 17 Dwarka Delhi - 1250 Sq. Ft.- 2nd floor (out of 4),"₹
 
27,000",₹0,N/A,Apartment/Flat,N/A,2,2,1,Semi-Furnished,1250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:44:53
"2BHK2BathsFlat/Apartment for Rentin Rehayashi Apartments, Sector 12 Dwarka, Delhi",West Delhi,Flat for rent in Rehayashi Apartments Sector 12 Dwarka Delhi - 1100 Sq. Ft.- 1st floor (out of 4),"₹
 
27,000",₹0,"₹ 54,000",Apartment/Flat,N/A,2,2,2,Furnished,1100 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:45:06
"2BHK1BathIndependent/Builder Floor for Rentin Home 13, New Ashok Nagar, Delhi",West Delhi,Sector 15 Metro parking,"₹
 
24,200",₹0,"₹ 24,000",Independent,N/A,2,1,1,Furnished,650 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:45:19
"3BHK2BathsFlat/Apartment for Rentin Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj, Delhi",West Delhi,Flat for rent in Saraswati Narmada Ganga Yamuna Apartment Vasant Kunj Delhi - 1800 Sq. Ft.- 4th floo,"₹
 
65,000",₹0,N/A,Apartment/Flat,N/A,3,2,3,N/A,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:45:32
"3BHK2BathsFlat/Apartment for Rentin DDA Santushti Apartments, Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Santushti Apartments Vasant Kunj Delhi - 1500 Sq. Ft.- 1st floor (out of 4),"₹
 
53,000",₹0,N/A,Apartment/Flat,N/A,3,2,2,N/A,1500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:45:44
"3BHK2BathsFlat/Apartment for Rentin DDA Flats Sector C Pocket 2, Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Flats Sector C Pocket 2 Vasant Kunj Delhi - 1800 Sq. Ft.- 1st floor (out of 3),"₹
 
75,000",₹0,N/A,Apartment/Flat,N/A,3,2,3,N/A,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:45:59
"3BHK3BathsIndependent/Builder Floor for Rentin Naraina, Delhi","Paschim Vihar, Delhi",RWA (+250),"₹
 
35,000",₹0,"₹ 35,000",Independent,N/A,3,3,1,Furnished,990 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:46:15
"3BHK3BathsIndependent/Builder Floor for Rentin Naraina, Delhi","Paschim Vihar, Delhi",RWA (+250),"₹
 
35,000",₹0,"₹ 35,000",Independent,N/A,3,3,1,Unfurnished,990 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:46:28
"3BHK3BathsIndependent/Builder Floor for Rentin Block D Vasant Vihar, South Delhi, Delhi",West Delhi,Block D Vasant Vihar South Delhi - 2700 Sq. Ft.- 3rd floor (out of 3),"₹
 
2.5",N/A,₹ 2,Independent,N/A,3,3,N/A,N/A,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:46:42
"4BHK4BathsIndependent/Builder Floor for Rentin Block D Vasant Vihar, South Delhi, Delhi",West Delhi,Block D Vasant Vihar South Delhi - 7200 Sq. Ft.- Ground floor (out of 4),"₹
 
7.5",N/A,₹ 2,Independent,N/A,4,4,3,N/A,7200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:46:58
"3BHK3BathsIndependent/Builder Floor for Rentin Rajouri Garden Extension, Delhi",Paschim Vihar,RWA (+250),"₹
 
40,000",₹0,N/A,Independent,N/A,3,3,1,Semi-Furnished,1350 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:47:11
"4BHK4BathsFlat/Apartment for Rentin DDA Flats Vasant Kunj, Sector B Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Flats Vasant Kunj Sector B Vasant Kunj Delhi - 2200 Sq. Ft.- 1st floor (out of ,"₹
 
1",₹0,N/A,Apartment/Flat,N/A,4,4,3,Unfurnished,2200 sq.ft,25 Oct,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:47:26
"3BHK2BathsIndependent/Builder Floor for Rentin Priya Enclave, Delhi",West Delhi,RWA (+250),"₹
 
55,000",N/A,N/A,Independent,N/A,3,2,1,Unfurnished,1413 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:47:40
"4BHK3BathsIndependent/Builder Floor for Rentin sector 19 A BLOCK, Nanda Enclave, Delhi",West Delhi,"Sector 19 A Block, Nanda Enclave, Delhi","₹
 
70,000",₹0,N/A,Independent,N/A,4,3,1,Furnished,2450 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:47:55
"2BHK2BathsIndependent/Builder Floor for Rentin Lajpat Nagar 1, Delhi",West Delhi,RWA (+250),"₹
 
38,000",₹0,N/A,Independent,N/A,2,2,2,Unfurnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:48:07
"2BHK2BathsIndependent/Builder Floor for Rentin Tihar Village, Delhi",Paschim Vihar,"Block 2 Subhash Nagar,Block 7 Tilak Nagar,Block A Hari Nagar,Prem Nagar,Fateh ...","₹
 
18,000",₹0,N/A,Independent,N/A,2,2,1,Semi-Furnished,675 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:48:20
"2BHK1BathIndependent/Builder Floor for Rentin DDA Flats, Katwaria Sarai, Delhi",West Delhi,Flats Katwaria Sarai Delhi - 600 Sq. Ft.- Ground floor (out of 4),"₹
 
20,000",₹0,"₹ 20,000",Independent,N/A,2,1,N/A,Furnished,600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:48:35
"2BHK2BathsIndependent/Builder Floor for Rentin builder flat rajnagar part 2, Block P Raj Nagar Extension, Delhi",West Delhi,Block P Raj Nagar Extension Delhi - 750 Sq. Ft.- 1st floor (out of 4),"₹
 
17,000",₹0,N/A,Independent,N/A,2,2,1,N/A,750 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:48:48
"1RK1BathStudio Apartment for Rentin DLF Capital Greens 1 and 2, Moti Nagar, Delhi",Paschim Vihar,Flat Flats for rent in DLF Capital Greens 1 and 2 Moti Nagar Delhi - 367 Sq. Ft.- 12th floor (out of,"₹
 
32,000",₹0,"₹ 64,000",Apartment/Flat,N/A,1,1,N/A,Furnished,367 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:49:02
"3BHK3BathsFlat/Apartment for Rentin Sarve Satyam Apartments, Sector 4 Dwarka, Delhi",West Delhi,Flat for rent in Sarve Satyam Apartments Sector 4 Dwarka Delhi - 1700 Sq. Ft.- 7th floor (out of 9),"₹
 
44,000",₹0,N/A,Apartment/Flat,N/A,3,3,1,Semi-Furnished,1700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:49:14
"3BHK3BathsIndependent/Builder Floor for Rentin Old Rajinder Nagar, Delhi",West Delhi,RWA (+250),"₹
 
80,000",₹0,N/A,Independent,N/A,3,3,2,Furnished,790 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:49:29
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 585 Sq. Ft.- Ground floor (out o,"₹
 
30,000",₹0,"₹ 60,000",Apartment/Flat,N/A,1,2,N/A,Furnished,585 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:49:41
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 585 Sq. Ft.- 2nd floor (out of 5,"₹
 
28,000",₹0,"₹ 56,000",Apartment/Flat,N/A,1,2,1,Semi-Furnished,585 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:49:55
"3BHK3BathsIndependent/Builder Floor for Rentin Rajender Nagar Part 1, Delhi",West Delhi,RWA (+250),"₹
 
1.1",₹0,N/A,Independent,N/A,3,3,2,Unfurnished,1730 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:50:09
"1RK1BathStudio Apartment for Rentin RWA Yamuna Vihar Block C6, Yamuna Vihar, Delhi",West Delhi,Flat Flats for rent in RWA Yamuna Vihar Block C6 Yamuna Vihar Delhi - 490 Sq. Ft.- 2nd floor (out of,"₹
 
10,000",₹0,"₹ 10,000",Apartment/Flat,N/A,1,1,1,N/A,490 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:50:22
"3BHK2BathsIndependent/Builder Floor for Rentin Naraina Vihar, Delhi",Paschim Vihar,RWA (+250),"₹
 
40,000",₹0,N/A,Independent,N/A,3,2,2,Furnished,1125 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:50:37
"4BHK3BathsFlat/Apartment for Rentin DDA Flats Sector C Pocket 2, Sector C Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Flats Sector C Pocket 2 Sector C Vasant Kunj Delhi - 2000 Sq. Ft.- 1st floor (o,"₹
 
92,000",₹0,N/A,Apartment/Flat,N/A,4,3,N/A,Unfurnished,2000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:50:50
"3BHK3BathsFlat/Apartment for Rentin Karor Apartments, Sector 6 Dwarka, Delhi",West Delhi,Flat for rent in Karor Apartments Sector 6 Dwarka Delhi - 1720 Sq. Ft.- 7th floor (out of 9),"₹
 
43,000",₹0,N/A,Apartment/Flat,N/A,3,3,3,Furnished,1720 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:51:04
"4BHK4BathsIndependent/Builder Floor for Rentin Block F East Of Kailash, Delhi",West Delhi,Block F East Of Kailash Delhi - 3600 Sq. Ft.- 2nd floor (out of 4),"₹
 
1.6",₹0,"₹ 3,00,000",Independent,N/A,4,4,2,Semi-Furnished,3600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:51:16
"4BHK4BathsIndependent/Builder Floor for Rentin Anand Niketan, Delhi",West Delhi,RWA (+250),"₹
 
3",₹0,N/A,Independent,N/A,4,4,3,Semi-Furnished,3200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:51:28
"3BHK3BathsIndependent/Builder Floor for Rentin Janakpuri, A1 Block Janakpuri, Delhi",Paschim Vihar,Block Janakpuri Delhi - 2027 Sq. Ft.- 1st floor (out of 4),"₹
 
70,000",₹0,N/A,Independent,N/A,3,3,2,N/A,2027 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:51:42
"2BHK2BathsFlat/Apartment for Rentin DDA Flat Janakpuri, Janakpuri, West Delhi",Paschim Vihar,Flat for rent in DDA Flat Janakpuri Janakpuri West Delhi - 1000 Sq. Ft.- 2nd floor (out of 3),"₹
 
29,500",₹0,"₹ 60,000",Apartment/Flat,N/A,2,2,2,Semi-Furnished,1000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:51:57
"3BHK3BathsIndependent/Builder Floor for Rentin Honey Homes, Rajinder Nagar, Delhi",West Delhi,RWA (+250),"₹
 
50,000",N/A,"₹ 1,00,000",Independent,N/A,3,3,2,Furnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:52:11
